"V1" "V2" "V3"
"13155" "EGY" "PRI" "9679.306"
"13156" "EGY" "PRK" "8326.647"
"13157" "EGY" "PRT" "3799.947"
"13158" "EGY" "PRY" "11293.2"
"13159" "EGY" "PYF" "18638.29"
"13160" "EGY" "QAT" "2066.613"
"13161" "EGY" "REU" "6232.124"
"13162" "EGY" "ROM" "1661.533"
"13163" "EGY" "RUS" "2905.404"
"13164" "EGY" "RWA" "3561.94"
"13165" "EGY" "SAU" "1645.602"
"13166" "EGY" "SDN" "1619.157"
"13167" "EGY" "SEN" "5254.847"
"13168" "EGY" "SGP" "8273.529"
"13169" "EGY" "SHN" "6470.547"
"13170" "EGY" "SLB" "14250.6"
"13171" "EGY" "SLE" "5211.249"
"13172" "EGY" "SLV" "12010.22"
"13173" "EGY" "SMR" "2264.503"
"13174" "EGY" "SOM" "3455.451"
"13175" "EGY" "SPM" "7455.117"
"13176" "EGY" "STP" "4217.177"
"13177" "EGY" "SUR" "9352.519"
"13178" "EGY" "SVK" "2346.3"
"13179" "EGY" "SVN" "2299.264"
"13180" "EGY" "SWE" "3407.464"
"13181" "EGY" "SWZ" "6275.432"
"13182" "EGY" "SYC" "4643.58"
"13183" "EGY" "SYR" "614.063"
"13184" "EGY" "TCA" "9949.925"
"13185" "EGY" "TCD" "2603.493"
"13186" "EGY" "TGO" "4105.441"
"13187" "EGY" "THA" "7275.437"
"13188" "EGY" "TJK" "3557.889"
"13189" "EGY" "TKL" "16667.1"
"13190" "EGY" "TKM" "2642.075"
"13191" "EGY" "TMP" "10907.78"
"13192" "EGY" "TON" "17205.54"
"13193" "EGY" "TTO" "9689.404"
"13194" "EGY" "TUN" "2088.653"
"13195" "EGY" "TUR" "1239.919"
"13196" "EGY" "TUV" "15926.21"
"13197" "EGY" "TWN" "8678.077"
"13198" "EGY" "TZA" "4196.055"
"13199" "EGY" "UGA" "3310.454"
"13200" "EGY" "UKR" "2267.659"
"13201" "EGY" "URY" "11658.8"
"13202" "EGY" "USA" "9028.413"
"13203" "EGY" "UZB" "3619.406"
"13204" "EGY" "VCT" "9520.079"
"13205" "EGY" "VEN" "10202.79"
"13206" "EGY" "VGB" "9541.082"
"13207" "EGY" "VNM" "7434.833"
"13208" "EGY" "VUT" "15483.81"
"13209" "EGY" "WLF" "16653.11"
"13210" "EGY" "WSM" "15602.09"
"13211" "EGY" "YEM" "2102.184"
"13212" "EGY" "YUG" "1896.003"
"13213" "EGY" "ZAF" "7247.011"
"13214" "EGY" "ZAR" "4183.942"
"13215" "EGY" "ZMB" "5076.066"
"13216" "EGY" "ZWE" "5329.419"
"13217" "ERI" "ABW" "11620.09"
"13218" "ERI" "AFG" "3706.288"
"13219" "ERI" "AGO" "3901.954"
"13220" "ERI" "AIA" "10700.66"
"13221" "ERI" "ALB" "3426.688"
"13222" "ERI" "AND" "4669.943"
"13223" "ERI" "ANT" "11517.17"
"13224" "ERI" "ARE" "1914.748"
"13225" "ERI" "ARG" "11643.69"
"13226" "ERI" "ARM" "2818.984"
"13227" "ERI" "ATG" "10613.88"
"13228" "ERI" "AUS" "13000.68"
"13229" "ERI" "AUT" "4200.483"
"13230" "ERI" "AZE" "2983.161"
"13231" "ERI" "BDI" "2332.992"
"13232" "ERI" "BEL" "5011.314"
"13233" "ERI" "BEN" "4090.657"
"13234" "ERI" "BFA" "4388.915"
"13235" "ERI" "BGD" "5452.361"
"13236" "ERI" "BGR" "3386.401"
"13237" "ERI" "BHR" "1717.827"
"13238" "ERI" "BHS" "11785.26"
"13239" "ERI" "BIH" "3718.87"
"13240" "ERI" "BLR" "4400.213"
"13241" "ERI" "BLZ" "13244.92"
"13242" "ERI" "BMU" "10345.7"
"13243" "ERI" "BOL" "12271.49"
"13244" "ERI" "BRA" "10249.1"
"13245" "ERI" "BRB" "10520.62"
"13246" "ERI" "BRN" "8380.352"
"13247" "ERI" "BTN" "5403.592"
"13248" "ERI" "BWA" "4678.079"
"13249" "ERI" "CAF" "2531.045"
"13250" "ERI" "CAN" "10963.59"
"13251" "ERI" "CCK" "7094.499"
"13252" "ERI" "CHE" "4561.785"
"13253" "ERI" "CHL" "12746.33"
"13254" "ERI" "CHN" "7878.1"
"13255" "ERI" "CIV" "4817.791"
"13256" "ERI" "CMR" "3258.149"
"13257" "ERI" "COG" "3396.548"
"13258" "ERI" "COK" "17959.3"
"13259" "ERI" "COL" "12425.96"
"13260" "ERI" "COM" "3043.654"
"13261" "ERI" "CPV" "6677.533"
"13262" "ERI" "CRI" "13142.62"
"13263" "ERI" "CUB" "12344.73"
"13264" "ERI" "CXR" "7903.786"
"13265" "ERI" "CYM" "12443.24"
"13266" "ERI" "CYP" "2273.688"
"13267" "ERI" "CZE" "4452.355"
"13268" "ERI" "DEU" "4919.472"
"13269" "ERI" "DJI" "621.1588"
"13270" "ERI" "DMA" "10630.17"
"13271" "ERI" "DNK" "5018.547"
"13272" "ERI" "DOM" "11358.39"
"13273" "ERI" "DZA" "4271.544"
"13274" "ERI" "ECU" "12955.28"
"13275" "ERI" "EGY" "1814.378"
"13276" "ERI" "ERI" "131.0087"
"13277" "ERI" "ESH" "5519.821"
"13278" "ERI" "ESP" "4964.891"
"13279" "ERI" "EST" "5041.125"
"13280" "ERI" "ETH" "699.351"
"13281" "ERI" "FIN" "5111.937"
"13282" "ERI" "FJI" "15717.73"
"13283" "ERI" "FLK" "11810.76"
"13284" "ERI" "FRA" "4993.154"
"13285" "ERI" "FRO" "6304.414"
"13286" "ERI" "FSM" "12905.62"
"13287" "ERI" "GAB" "3640.781"
"13288" "ERI" "GBR" "5307.508"
"13289" "ERI" "GEO" "2991.311"
"13290" "ERI" "GHA" "4411.222"
"13291" "ERI" "GIB" "4945.882"
"13292" "ERI" "GIN" "5955.541"
"13293" "ERI" "GLP" "10642.29"
"13294" "ERI" "GMB" "5974.044"
"13295" "ERI" "GNB" "5897.434"
"13296" "ERI" "GNQ" "3537.967"
"13297" "ERI" "GRC" "2929.132"
"13298" "ERI" "GRD" "10774.21"
"13299" "ERI" "GRL" "8513.89"
"13300" "ERI" "GTM" "13545.14"
"13301" "ERI" "GUF" "10002.01"
"13302" "ERI" "GUY" "10568.49"
"13303" "ERI" "HKG" "7891.388"
"13304" "ERI" "HND" "13260.72"
"13305" "ERI" "HRV" "4008.503"
"13306" "ERI" "HTI" "11606.91"
"13307" "ERI" "HUN" "4019.351"
"13308" "ERI" "IDN" "7851.92"
"13309" "ERI" "IND" "4201.092"
"13310" "ERI" "IRL" "5765.494"
"13311" "ERI" "IRN" "2584.873"
"13312" "ERI" "IRQ" "2079.921"
"13313" "ERI" "ISL" "7091.708"
"13314" "ERI" "ISR" "1910.357"
"13315" "ERI" "ITA" "3888.729"
"13316" "ERI" "JAM" "12067.32"
"13317" "ERI" "JOR" "1873.452"
"13318" "ERI" "JPN" "9975.642"
"13319" "ERI" "KAZ" "4759.046"
"13320" "ERI" "KEN" "1863.133"
"13321" "ERI" "KGZ" "4574.078"
"13322" "ERI" "KHM" "7133.837"
"13323" "ERI" "KIR" "14669.58"
"13324" "ERI" "KNA" "10698.02"
"13325" "ERI" "KOR" "8823.068"
"13326" "ERI" "KWT" "1817.131"
"13327" "ERI" "LAO" "6770.727"
"13328" "ERI" "LBN" "2090.566"
"13329" "ERI" "LBR" "5506.628"
"13330" "ERI" "LBY" "3241.34"
"13331" "ERI" "LCA" "10631.91"
"13332" "ERI" "LKA" "4564.574"
"13333" "ERI" "LSO" "5118.301"
"13334" "ERI" "LTU" "4533.818"
"13335" "ERI" "LUX" "4824.895"
"13336" "ERI" "LVA" "4796.694"
"13337" "ERI" "MAC" "7831.333"
"13338" "ERI" "MAR" "5019.815"
"13339" "ERI" "MDA" "3645.22"
"13340" "ERI" "MDG" "3921.766"
"13341" "ERI" "MDV" "3984.01"
"13342" "ERI" "MEX" "14029.76"
"13343" "ERI" "MHL" "14211.08"
"13344" "ERI" "MKD" "3405.346"
"13345" "ERI" "MLI" "5060.63"
"13346" "ERI" "MLT" "3329.456"
"13347" "ERI" "MMR" "6107.256"
"13348" "ERI" "MNG" "7121.634"
"13349" "ERI" "MNP" "11305.52"
"13350" "ERI" "MOZ" "4647.022"
"13351" "ERI" "MRT" "5833.466"
"13352" "ERI" "MSR" "10667.55"
"13353" "ERI" "MTQ" "10622.81"
"13354" "ERI" "MUS" "4444.99"
"13355" "ERI" "MWI" "3308.405"
"13356" "ERI" "MYS" "7009.113"
"13357" "ERI" "NAM" "4840.421"
"13358" "ERI" "NCL" "14481.79"
"13359" "ERI" "NER" "3967"
"13360" "ERI" "NFK" "14612.9"
"13361" "ERI" "NGA" "3988.689"
"13362" "ERI" "NIC" "13267.22"
"13363" "ERI" "NIU" "16947.59"
"13364" "ERI" "NLD" "5091.466"
"13365" "ERI" "NOR" "5461.625"
"13366" "ERI" "NPL" "4969.531"
"13367" "ERI" "NRU" "14093.65"
"13368" "ERI" "NZL" "14789.16"
"13369" "ERI" "OMN" "2264.88"
"13370" "ERI" "PAK" "3995.498"
"13371" "ERI" "PAL" "1858.324"
"13372" "ERI" "PAN" "12722.98"
"13373" "ERI" "PCN" "18453.74"
"13374" "ERI" "PER" "13121.37"
"13375" "ERI" "PHL" "8763.7"
"13376" "ERI" "PLW" "10397.14"
"13377" "ERI" "PNG" "12237.72"
"13378" "ERI" "POL" "4402.748"
"13379" "ERI" "PRI" "10998.72"
"13380" "ERI" "PRK" "8687.639"
"13381" "ERI" "PRT" "5346.233"
"13382" "ERI" "PRY" "11381.13"
"13383" "ERI" "PYF" "19099.28"
"13384" "ERI" "QAT" "1719.027"
"13385" "ERI" "REU" "4417.799"
"13386" "ERI" "ROM" "3453.78"
"13387" "ERI" "RUS" "4499.48"
"13388" "ERI" "RWA" "2153.015"
"13389" "ERI" "SAU" "1323.964"
"13390" "ERI" "SDN" "681.6393"
"13391" "ERI" "SEN" "6039.238"
"13392" "ERI" "SGP" "7295.633"
"13393" "ERI" "SHN" "6008.262"
"13394" "ERI" "SLB" "13612.11"
"13395" "ERI" "SLE" "5718.805"
"13396" "ERI" "SLV" "13467.67"
"13397" "ERI" "SMR" "4045.091"
"13398" "ERI" "SOM" "1641.642"
"13399" "ERI" "SPM" "9159.28"
"13400" "ERI" "STP" "3916.14"
"13401" "ERI" "SUR" "10283.82"
"13402" "ERI" "SVK" "4160.66"
"13403" "ERI" "SVN" "4104.952"
"13404" "ERI" "SWE" "5184.84"
"13405" "ERI" "SWZ" "4712.7"
"13406" "ERI" "SYC" "2877.52"
"13407" "ERI" "SYR" "2038.372"
"13408" "ERI" "TCA" "11368.99"
"13409" "ERI" "TCD" "2606.294"
"13410" "ERI" "TGO" "4221.688"
"13411" "ERI" "THA" "6618.011"
"13412" "ERI" "TJK" "3911.193"
"13413" "ERI" "TKL" "16604.37"
"13414" "ERI" "TKM" "3163.177"
"13415" "ERI" "TMP" "9917.792"
"13416" "ERI" "TON" "16377.22"
"13417" "ERI" "TTO" "10798.85"
"13418" "ERI" "TUN" "3706.312"
"13419" "ERI" "TUR" "3016.786"
"13420" "ERI" "TUV" "15652.59"
"13421" "ERI" "TWN" "8577.28"
"13422" "ERI" "TZA" "2469.415"
"13423" "ERI" "UGA" "1807.427"
"13424" "ERI" "UKR" "3977.017"
"13425" "ERI" "URY" "11437.76"
"13426" "ERI" "USA" "10729.35"
"13427" "ERI" "UZB" "4102.876"
"13428" "ERI" "VCT" "10684.8"
"13429" "ERI" "VEN" "11364.96"
"13430" "ERI" "VGB" "10847.49"
"13431" "ERI" "VNM" "7062.976"
"13432" "ERI" "VUT" "14646.06"
"13433" "ERI" "WLF" "16247.59"
"13434" "ERI" "WSM" "14963.55"
"13435" "ERI" "YEM" "574.1962"
"13436" "ERI" "YUG" "3710.366"
"13437" "ERI" "ZAF" "5895.19"
"13438" "ERI" "ZAR" "3395.732"
"13439" "ERI" "ZMB" "3621.287"
"13440" "ERI" "ZWE" "3790.116"
"13441" "ESH" "ABW" "6124.013"
"13442" "ESH" "AFG" "7696.608"
"13443" "ESH" "AGO" "4917.631"
"13444" "ESH" "AIA" "5184.992"
"13445" "ESH" "ALB" "3392.319"
"13446" "ESH" "AND" "2163.826"
"13447" "ESH" "ANT" "6029.717"
"13448" "ESH" "ARE" "6694.975"
"13449" "ESH" "ARG" "8373.64"
"13450" "ESH" "ARM" "5437.498"
"13451" "ESH" "ATG" "5106.106"
"13452" "ESH" "AUS" "18360.17"
"13453" "ESH" "AUT" "3462.75"
"13454" "ESH" "AZE" "5891.335"
"13455" "ESH" "BDI" "5687.106"
"13456" "ESH" "BEL" "3022.104"
"13457" "ESH" "BEN" "2846.12"
"13458" "ESH" "BFA" "2041.841"
"13459" "ESH" "BGD" "10063.77"
"13460" "ESH" "BGR" "3710.661"
"13461" "ESH" "BHR" "6274.012"
"13462" "ESH" "BHS" "6342.119"
"13463" "ESH" "BIH" "3382.163"
"13464" "ESH" "BLR" "4445.813"
"13465" "ESH" "BLZ" "7762.263"
"13466" "ESH" "BMU" "4974.023"
"13467" "ESH" "BOL" "7669.764"
"13468" "ESH" "BRA" "6690.136"
"13469" "ESH" "BRB" "5066.031"
"13470" "ESH" "BRN" "13417.02"
"13471" "ESH" "BTN" "9796.958"
"13472" "ESH" "BWA" "7140.941"
"13473" "ESH" "CAF" "4220.994"
"13474" "ESH" "CAN" "6110.595"
"13475" "ESH" "CCK" "12614.3"
"13476" "ESH" "CHE" "2845.543"
"13477" "ESH" "CHL" "9077.408"
"13478" "ESH" "CHN" "10926.4"
"13479" "ESH" "CIV" "2618.917"
"13480" "ESH" "CMR" "3691.031"
"13481" "ESH" "COG" "4641.105"
"13482" "ESH" "COK" "16587.21"
"13483" "ESH" "COL" "7006.118"
"13484" "ESH" "COM" "7467.586"
"13485" "ESH" "CPV" "1732.238"
"13486" "ESH" "CRI" "7626.701"
"13487" "ESH" "CUB" "6901.241"
"13488" "ESH" "CXR" "13395.98"
"13489" "ESH" "CYM" "6949.087"
"13490" "ESH" "CYP" "4479.165"
"13491" "ESH" "CZE" "3465.442"
"13492" "ESH" "DEU" "3190.601"
"13493" "ESH" "DJI" "6110.841"
"13494" "ESH" "DMA" "5139.189"
"13495" "ESH" "DNK" "3785.452"
"13496" "ESH" "DOM" "5838.722"
"13497" "ESH" "DZA" "1863.965"
"13498" "ESH" "ECU" "7602.252"
"13499" "ESH" "EGY" "4326.562"
"13500" "ESH" "ERI" "5519.821"
"13501" "ESH" "ESH" "193.9879"
"13502" "ESH" "ESP" "1712.585"
"13503" "ESH" "EST" "4607.967"
"13504" "ESH" "ETH" "5812.768"
"13505" "ESH" "FIN" "4664.582"
"13506" "ESH" "FJI" "18476.52"
"13507" "ESH" "FLK" "9801.016"
"13508" "ESH" "FRA" "2759.848"
"13509" "ESH" "FRO" "3907.866"
"13510" "ESH" "FSM" "16129.69"
"13511" "ESH" "GAB" "3836.739"
"13512" "ESH" "GBR" "2920.741"
"13513" "ESH" "GEO" "5456.281"
"13514" "ESH" "GHA" "2768.911"
"13515" "ESH" "GIB" "1242.637"
"13516" "ESH" "GIN" "1982.387"
"13517" "ESH" "GLP" "5143.503"
"13518" "ESH" "GMB" "1566.859"
"13519" "ESH" "GNB" "1722.266"
"13520" "ESH" "GNQ" "3500.415"
"13521" "ESH" "GRC" "3638.209"
"13522" "ESH" "GRD" "5323.077"
"13523" "ESH" "GRL" "4945.797"
"13524" "ESH" "GTM" "8046.437"
"13525" "ESH" "GUF" "4829.657"
"13526" "ESH" "GUY" "5259.788"
"13527" "ESH" "HKG" "12136.6"
"13528" "ESH" "HND" "7748.711"
"13529" "ESH" "HRV" "3300.508"
"13530" "ESH" "HTI" "6088.73"
"13531" "ESH" "HUN" "3597.452"
"13532" "ESH" "IDN" "13283.87"
"13533" "ESH" "IND" "8646.673"
"13534" "ESH" "IRL" "2968.016"
"13535" "ESH" "IRN" "6102.09"
"13536" "ESH" "IRQ" "5513.046"
"13537" "ESH" "ISL" "4164.199"
"13538" "ESH" "ISR" "4633.893"
"13539" "ESH" "ITA" "2850.426"
"13540" "ESH" "JAM" "6552.704"
"13541" "ESH" "JOR" "4744.958"
"13542" "ESH" "JPN" "12484.86"
"13543" "ESH" "KAZ" "7998.005"
"13544" "ESH" "KEN" "6216.462"
"13545" "ESH" "KGZ" "7831.67"
"13546" "ESH" "KHM" "12086.28"
"13547" "ESH" "KIR" "16784.57"
"13548" "ESH" "KNA" "5187.435"
"13549" "ESH" "KOR" "11721.96"
"13550" "ESH" "KWT" "5933.042"
"13551" "ESH" "LAO" "11480.88"
"13552" "ESH" "LBN" "4683.914"
"13553" "ESH" "LBR" "2332.794"
"13554" "ESH" "LBY" "2603.436"
"13555" "ESH" "LCA" "5157.322"
"13556" "ESH" "LKA" "9965.97"
"13557" "ESH" "LSO" "7635.312"
"13558" "ESH" "LTU" "4361.688"
"13559" "ESH" "LUX" "2993.805"
"13560" "ESH" "LVA" "4424.98"
"13561" "ESH" "MAC" "12090.76"
"13562" "ESH" "MAR" "975.2991"
"13563" "ESH" "MDA" "4263.385"
"13564" "ESH" "MDG" "8309.42"
"13565" "ESH" "MDV" "9474.065"
"13566" "ESH" "MEX" "8664.076"
"13567" "ESH" "MHL" "16185.33"
"13568" "ESH" "MKD" "3545.137"
"13569" "ESH" "MLI" "1702.448"
"13570" "ESH" "MLT" "2791.43"
"13571" "ESH" "MMR" "10979.61"
"13572" "ESH" "MNG" "9761.22"
"13573" "ESH" "MNP" "14798.13"
"13574" "ESH" "MOZ" "7681.744"
"13575" "ESH" "MRT" "1043.346"
"13576" "ESH" "MSR" "5161.859"
"13577" "ESH" "MTQ" "5140.671"
"13578" "ESH" "MUS" "9257.243"
"13579" "ESH" "MWI" "6834.259"
"13580" "ESH" "MYS" "12289.23"
"13581" "ESH" "NAM" "6422.83"
"13582" "ESH" "NCL" "19487.23"
"13583" "ESH" "NER" "2195.826"
"13584" "ESH" "NFK" "19795.78"
"13585" "ESH" "NGA" "2901.313"
"13586" "ESH" "NIC" "7747.92"
"13587" "ESH" "NIU" "17490.21"
"13588" "ESH" "NLD" "3181.494"
"13589" "ESH" "NOR" "4074.866"
"13590" "ESH" "NPL" "9405.039"
"13591" "ESH" "NRU" "17069.57"
"13592" "ESH" "NZL" "17999.82"
"13593" "ESH" "OMN" "7130.792"
"13594" "ESH" "PAK" "8069.371"
"13595" "ESH" "PAL" "4609.96"
"13596" "ESH" "PAN" "7224.376"
"13597" "ESH" "PCN" "13792.33"
"13598" "ESH" "PER" "8157.589"
"13599" "ESH" "PHL" "13241.79"
"13600" "ESH" "PLW" "14849.27"
"13601" "ESH" "PNG" "17179.39"
"13602" "ESH" "POL" "3978.709"
"13603" "ESH" "PRI" "5479.616"
"13604" "ESH" "PRK" "11524.52"
"13605" "ESH" "PRT" "1341.363"
"13606" "ESH" "PRY" "7535.771"
"13607" "ESH" "PYF" "15441.7"
"13608" "ESH" "QAT" "6391.103"
"13609" "ESH" "REU" "9121.042"
"13610" "ESH" "ROM" "3981.918"
"13611" "ESH" "RUS" "5131.722"
"13612" "ESH" "RWA" "5652.213"
"13613" "ESH" "SAU" "5950.382"
"13614" "ESH" "SDN" "4883.332"
"13615" "ESH" "SEN" "1463.404"
"13616" "ESH" "SGP" "12599.76"
"13617" "ESH" "SHN" "4862.789"
"13618" "ESH" "SLB" "17935.85"
"13619" "ESH" "SLE" "2077.611"
"13620" "ESH" "SLV" "7958.184"
"13621" "ESH" "SMR" "2960.329"
"13622" "ESH" "SOM" "6821.912"
"13623" "ESH" "SPM" "4324.449"
"13624" "ESH" "STP" "3679.008"
"13625" "ESH" "SUR" "5037.753"
"13626" "ESH" "SVK" "3510.567"
"13627" "ESH" "SVN" "3217.074"
"13628" "ESH" "SWE" "4305.579"
"13629" "ESH" "SWZ" "7613.952"
"13630" "ESH" "SYC" "8167.547"
"13631" "ESH" "SYR" "4762.714"
"13632" "ESH" "TCA" "5861.705"
"13633" "ESH" "TCD" "3378.188"
"13634" "ESH" "TGO" "2797.994"
"13635" "ESH" "THA" "11554.33"
"13636" "ESH" "TJK" "7521.681"
"13637" "ESH" "TKL" "17025.55"
"13638" "ESH" "TKM" "6658.658"
"13639" "ESH" "TMP" "15231.65"
"13640" "ESH" "TON" "18094.34"
"13641" "ESH" "TTO" "5373.018"
"13642" "ESH" "TUN" "2447.702"
"13643" "ESH" "TUR" "4130.815"
"13644" "ESH" "TUV" "17580.87"
"13645" "ESH" "TWN" "12457.12"
"13646" "ESH" "TZA" "6798.901"
"13647" "ESH" "UGA" "5725.734"
"13648" "ESH" "UKR" "4493.383"
"13649" "ESH" "URY" "8257.957"
"13650" "ESH" "USA" "5697.897"
"13651" "ESH" "UZB" "7464.964"
"13652" "ESH" "VCT" "5219.849"
"13653" "ESH" "VEN" "5905.471"
"13654" "ESH" "VGB" "5329.412"
"13655" "ESH" "VNM" "11559.33"
"13656" "ESH" "VUT" "18974.78"
"13657" "ESH" "WLF" "17687.99"
"13658" "ESH" "WSM" "18460.29"
"13659" "ESH" "YEM" "6046.524"
"13660" "ESH" "YUG" "3575.184"
"13661" "ESH" "ZAF" "7575.984"
"13662" "ESH" "ZAR" "4651.538"
"13663" "ESH" "ZMB" "6522.67"
"13664" "ESH" "ZWE" "6918.35"
"13665" "ESP" "ABW" "7121.524"
"13666" "ESP" "AFG" "6290.493"
"13667" "ESP" "AGO" "5752.252"
"13668" "ESP" "AIA" "6138.721"
"13669" "ESP" "ALB" "1977.061"
"13670" "ESP" "AND" "492.9274"
"13671" "ESP" "ANT" "7054.917"
"13672" "ESP" "ARE" "5634.667"
"13673" "ESP" "ARG" "10065.85"
"13674" "ESP" "ARM" "4040.452"
"13675" "ESP" "ATG" "6108.097"
"13676" "ESP" "AUS" "17699.45"
"13677" "ESP" "AUT" "1811.999"
"13678" "ESP" "AZE" "4470.745"
"13679" "ESP" "BDI" "5920.473"
"13680" "ESP" "BEL" "1316.64"
"13681" "ESP" "BEN" "3836.723"
"13682" "ESP" "BFA" "3132.095"
"13683" "ESP" "BGD" "8661.471"
"13684" "ESP" "BGR" "2254.799"
"13685" "ESP" "BHR" "5210.13"
"13686" "ESP" "BHS" "6901.421"
"13687" "ESP" "BIH" "1861.879"
"13688" "ESP" "BLR" "2762.7"
"13689" "ESP" "BLZ" "8377.725"
"13690" "ESP" "BMU" "5440.475"
"13691" "ESP" "BOL" "9181.015"
"13692" "ESP" "BRA" "8389.78"
"13693" "ESP" "BRB" "6205.881"
"13694" "ESP" "BRN" "12015.61"
"13695" "ESP" "BTN" "8347.022"
"13696" "ESP" "BWA" "7875.38"
"13697" "ESP" "CAF" "4592.132"
"13698" "ESP" "CAN" "6040.498"
"13699" "ESP" "CCK" "11802.91"
"13700" "ESP" "CHE" "1153.117"
"13701" "ESP" "CHL" "10715.11"
"13702" "ESP" "CHN" "9232.299"
"13703" "ESP" "CIV" "3906.717"
"13704" "ESP" "CMR" "4347.477"
"13705" "ESP" "COG" "5332.644"
"13706" "ESP" "COK" "16920.43"
"13707" "ESP" "COL" "8107.001"
"13708" "ESP" "COM" "7547.986"
"13709" "ESP" "CPV" "3425.471"
"13710" "ESP" "CRI" "8483.913"
"13711" "ESP" "CUB" "7450.005"
"13712" "ESP" "CXR" "12408.87"
"13713" "ESP" "CYM" "7615.294"
"13714" "ESP" "CYP" "3288.066"
"13715" "ESP" "CZE" "1776.348"
"13716" "ESP" "DEU" "1479.332"
"13717" "ESP" "DJI" "5585.897"
"13718" "ESP" "DMA" "6196.857"
"13719" "ESP" "DNK" "2074.977"
"13720" "ESP" "DOM" "6688.105"
"13721" "ESP" "DZA" "706.8757"
"13722" "ESP" "ECU" "8751.16"
"13723" "ESP" "EGY" "3355.657"
"13724" "ESP" "ERI" "4964.891"
"13725" "ESP" "ESH" "1712.585"
"13726" "ESP" "ESP" "267.5404"
"13727" "ESP" "EST" "2895.384"
"13728" "ESP" "ETH" "5455.203"
"13729" "ESP" "FIN" "2952.195"
"13730" "ESP" "FJI" "17545.32"
"13731" "ESP" "FLK" "11512.18"
"13732" "ESP" "FRA" "1054.656"
"13733" "ESP" "FRO" "2412.813"
"13734" "ESP" "FSM" "14450.74"
"13735" "ESP" "GAB" "4649.618"
"13736" "ESP" "GBR" "1263.379"
"13737" "ESP" "GEO" "4020.387"
"13738" "ESP" "GHA" "3896.073"
"13739" "ESP" "GIB" "497.6063"
"13740" "ESP" "GIN" "3637.762"
"13741" "ESP" "GLP" "6177.53"
"13742" "ESP" "GMB" "3253.898"
"13743" "ESP" "GNB" "3386.208"
"13744" "ESP" "GNQ" "4270.053"
"13745" "ESP" "GRC" "2372.903"
"13746" "ESP" "GRD" "6455.562"
"13747" "ESP" "GRL" "4045.646"
"13748" "ESP" "GTM" "8700.88"
"13749" "ESP" "GUF" "6247.964"
"13750" "ESP" "GUY" "6559.739"
"13751" "ESP" "HKG" "10551.06"
"13752" "ESP" "HND" "8463.837"
"13753" "ESP" "HRV" "1702.46"
"13754" "ESP" "HTI" "6900.858"
"13755" "ESP" "HUN" "1977.705"
"13756" "ESP" "IDN" "12188.31"
"13757" "ESP" "IND" "7282.046"
"13758" "ESP" "IRL" "1450.236"
"13759" "ESP" "IRN" "4784.696"
"13760" "ESP" "IRQ" "4304.903"
"13761" "ESP" "ISL" "2894.701"
"13762" "ESP" "ISR" "3546.182"
"13763" "ESP" "ITA" "1366.76"
"13764" "ESP" "JAM" "7317.881"
"13765" "ESP" "JOR" "3651.507"
"13766" "ESP" "JPN" "10777.42"
"13767" "ESP" "KAZ" "6423.357"
"13768" "ESP" "KEN" "6196.96"
"13769" "ESP" "KGZ" "6270.474"
"13770" "ESP" "KHM" "10707.77"
"13771" "ESP" "KIR" "15370.67"
"13772" "ESP" "KNA" "6172.208"
"13773" "ESP" "KOR" "10012.64"
"13774" "ESP" "KWT" "4809.398"
"13775" "ESP" "LAO" "10040.42"
"13776" "ESP" "LBN" "3524.9"
"13777" "ESP" "LBR" "3858.067"
"13778" "ESP" "LBY" "1726.345"
"13779" "ESP" "LCA" "6253.771"
"13780" "ESP" "LKA" "8975.765"
"13781" "ESP" "LSO" "8403.123"
"13782" "ESP" "LTU" "2666.384"
"13783" "ESP" "LUX" "1281.233"
"13784" "ESP" "LVA" "2715.85"
"13785" "ESP" "MAC" "10509.64"
"13786" "ESP" "MAR" "762.6525"
"13787" "ESP" "MDA" "2697.714"
"13788" "ESP" "MDG" "8460.734"
"13789" "ESP" "MDV" "8631.48"
"13790" "ESP" "MEX" "9073.951"
"13791" "ESP" "MHL" "14714.1"
"13792" "ESP" "MKD" "2108.379"
"13793" "ESP" "MLI" "3116.63"
"13794" "ESP" "MLT" "1670.797"
"13795" "ESP" "MMR" "9620.679"
"13796" "ESP" "MNG" "8063.195"
"13797" "ESP" "MNP" "13085.55"
"13798" "ESP" "MOZ" "8288.236"
"13799" "ESP" "MRT" "2742.221"
"13800" "ESP" "MSR" "6169.927"
"13801" "ESP" "MTQ" "6220.881"
"13802" "ESP" "MUS" "9246.002"
"13803" "ESP" "MWI" "7186.515"
"13804" "ESP" "MYS" "11084.66"
"13805" "ESP" "NAM" "7334.44"
"13806" "ESP" "NCL" "17811.61"
"13807" "ESP" "NER" "3045.1"
"13808" "ESP" "NFK" "18559.35"
"13809" "ESP" "NGA" "3847.711"
"13810" "ESP" "NIC" "8523.871"
"13811" "ESP" "NIU" "17311.9"
"13812" "ESP" "NLD" "1481.366"
"13813" "ESP" "NOR" "2390.782"
"13814" "ESP" "NPL" "7988.503"
"13815" "ESP" "NRU" "15494.86"
"13816" "ESP" "NZL" "19586.18"
"13817" "ESP" "OMN" "6044.162"
"13818" "ESP" "PAK" "6651.62"
"13819" "ESP" "PAL" "3546.102"
"13820" "ESP" "PAN" "8170.168"
