,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MNE,MNG,MOZ,MRT,MUS,MWI,MYR,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
DMA,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
DNK,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,True,False,True,True,False,False,False,True
DOM,False,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True
DZA,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
ECU,False,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,False,True,False,True,False,True,True
EGY,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False,True
ERI,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True
ESP,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False,True
EST,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,True,True
ETH,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True
FIN,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True
FJI,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False
FRA,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True
GAB,False,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False,True
GBR,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True
GEO,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,True,False,True,False,True,False,True,True
GHA,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True
GIN,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True
GMB,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True
GNB,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False
GNQ,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
GRC,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,True
GRD,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
GTM,False,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,True,True
GUY,False,False,True,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,False,False,True
HND,False,False,True,False,False,True,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,False,True,True
HRV,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,True,True,False,True,True,True,False,True,True
HTI,False,False,True,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False
HUN,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True
IDN,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True
IND,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True
IRL,True,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True
IRN,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
IRQ,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
ISL,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,True
